item_id,condition,rollout_index,original_status,v2_status,original_parsed_answer,v2_parsed_answer,reference_answer,v2_correct,v2_parse_reason,disagreement_reason
sample_409,MULTILAYER_MEAN_MINUS,0,VALID_WRONG,VALID_WRONG,Querist,Querist,'querisT',False,,unchanged
sample_409,MULTILAYER_RANDOM_MEAN_R0,0,VALID_WRONG,VALID_WRONG,Querist,Querist,'querisT',False,,unchanged
sample_409,MULTILAYER_RANDOM_MEAN_R1,0,VALID_WRONG,VALID_WRONG,Querist,Querist,'querisT',False,,unchanged
sample_409,MULTILAYER_RANDOM_MEAN_R2,0,VALID_WRONG,VALID_WRONG,querist,querist,'querisT',False,,unchanged
sample_409,MULTILAYER_RANDOM_MEAN_R3,0,VALID_WRONG,VALID_WRONG,querist,querist,'querisT',False,,unchanged
sample_731,BASELINE,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,VALID_WRONG,'Chris requires  ride to the airport on Friday.','Chris requires  ride to the airport on Friday.','Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,TEXTUAL_DIRECT_REFERENCE,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,BEST_SINGLE_MEAN_PLUS,0,INVALID_FORMAT,VALID_WRONG,'Chris requires ride to the airport on Friday.','Chris requires ride to the airport on Friday.','Chris requires  ride to the irport on Fridy.',False,,V2 accepted one unique FINAL commitment with allowed formatting
sample_731,MULTILAYER_MEAN_PLUS,0,TRUNCATED,TRUNCATED_THINKING,,,'Chris requires  ride to the irport on Fridy.',False,truncated response,V2 status changed TRUNCATED -> TRUNCATED_THINKING
sample_731,MULTILAYER_MEAN_MINUS,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,MULTILAYER_RANDOM_MEAN_R0,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,MULTILAYER_RANDOM_MEAN_R1,0,VALID_WRONG,VALID_WRONG,Chris requires ride to the airport on Friday.,Chris requires ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,MULTILAYER_RANDOM_MEAN_R2,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_731,MULTILAYER_RANDOM_MEAN_R3,0,VALID_WRONG,VALID_WRONG,Chris requires  ride to the airport on Friday.,Chris requires  ride to the airport on Friday.,'Chris requires  ride to the irport on Fridy.',False,,unchanged
sample_227,BASELINE,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,TEXTUAL_DIRECT_REFERENCE,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,VALID_CORRECT,Manolo**,Manolo,'Manolo',True,,V2 accepted one unique FINAL commitment with allowed formatting
sample_227,MULTILAYER_MEAN_PLUS,0,INVALID_FORMAT,INVALID_FORMAT,,,'Manolo',False,expected exactly one FINAL commitment,unchanged
sample_227,MULTILAYER_MEAN_MINUS,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,MULTILAYER_RANDOM_MEAN_R0,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,MULTILAYER_RANDOM_MEAN_R1,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,MULTILAYER_RANDOM_MEAN_R2,0,VALID_CORRECT,VALID_CORRECT,Manolo,Manolo,'Manolo',True,,unchanged
sample_227,MULTILAYER_RANDOM_MEAN_R3,0,VALID_WRONG,VALID_WRONG,Manno,Manno,'Manolo',False,,unchanged
