phase,item_id,condition,rollout_index,v2_status,v2_parsed_answer,v2_correct,v3_status,v3_commitment_valid,v3_semantic_evaluable,v3_value_type,v3_canonical_value,v3_payload,v3_correct,v3_failure_reason,reason_for_change,reference_type,generated_token_count
GATE6_3_PRIMARY_EVALUATION,sample_746,BASELINE,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,BASELINE,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,58
GATE6_3_PRIMARY_EVALUATION,sample_746,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,52
GATE6_3_PRIMARY_EVALUATION,sample_746,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,192
GATE6_3_PRIMARY_EVALUATION,sample_746,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,126
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R0,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R2,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_746,SINGLE_L27_RANDOM_R3,1,VALID_CORRECT,{},True,VALID_CORRECT,True,True,dict,"[""dict"",[]]",{},True,,unchanged,dict,4
GATE6_3_PRIMARY_EVALUATION,sample_386,BASELINE,0,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,BASELINE,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,TEXTUAL_CAREFUL_REFERENCE,0,INVALID_FORMAT,,False,VALID_CORRECT,True,True,str,"[""str"",""Done!""]","""Done!""",True,,V3 represents one unambiguous commitment that matches the reference,str,451
GATE6_3_PRIMARY_EVALUATION,sample_386,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,"""Done!""",True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]","""Done!""",True,,unchanged,str,368
GATE6_3_PRIMARY_EVALUATION,sample_386,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,'Done!',True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",'Done!',True,,unchanged,str,365
GATE6_3_PRIMARY_EVALUATION,sample_386,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,450
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R0,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R2,0,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R2,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R3,0,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_386,SINGLE_L27_RANDOM_R3,1,VALID_CORRECT,Done!,True,VALID_CORRECT,True,True,str,"[""str"",""Done!""]",Done!,True,,unchanged,str,5
GATE6_3_PRIMARY_EVALUATION,sample_260,BASELINE,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,BASELINE,1,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,"[1, 2, 3, 4, 6, 5]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",4],[""int"",6],[""int"",5]]]","[1, 2, 3, 4, 6, 5]",True,,unchanged,list,253
GATE6_3_PRIMARY_EVALUATION,sample_260,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,"[1, 2, 3, 4, 6, 5]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",4],[""int"",6],[""int"",5]]]","[1, 2, 3, 4, 6, 5]",True,,unchanged,list,250
GATE6_3_PRIMARY_EVALUATION,sample_260,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,"[1, 2, 3, 4, 6, 5]",True,VALID_CORRECT,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",4],[""int"",6],[""int"",5]]]","[1, 2, 3, 4, 6, 5]",True,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_260,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,"[1, 2, 3, 5, 4, 6]",False,VALID_WRONG,True,True,list,"[""list"",[[""int"",1],[""int"",2],[""int"",3],[""int"",5],[""int"",4],[""int"",6]]]","[1, 2, 3, 5, 4, 6]",False,,unchanged,list,21
GATE6_3_PRIMARY_EVALUATION,sample_490,BASELINE,0,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_490,BASELINE,1,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_490,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,\n\n\r\r \f,False,VALID_WRONG,True,True,str,"[""str"",""\\n\\n\\r\\r \\f""]",\n\n\r\r \f,False,,unchanged,str,187
GATE6_3_PRIMARY_EVALUATION,sample_490,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,198
GATE6_3_PRIMARY_EVALUATION,sample_490,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,'\n\n\r \r',False,VALID_WRONG,True,True,str,"[""str"",""\n\n\r \r""]",'\n\n\r \r',False,,unchanged,str,10
GATE6_3_PRIMARY_EVALUATION,sample_490,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,'\n\n\r \r',False,VALID_WRONG,True,True,str,"[""str"",""\n\n\r \r""]",'\n\n\r \r',False,,unchanged,str,10
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R0,0,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R0,1,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,12
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R1,0,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,12
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R1,1,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,\n\n\r\r \f,False,VALID_WRONG,True,True,str,"[""str"",""\\n\\n\\r\\r \\f""]",\n\n\r\r \f,False,,unchanged,str,10
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,\n\n\r\r \f,False,VALID_WRONG,True,True,str,"[""str"",""\\n\\n\\r\\r \\f""]",\n\n\r\r \f,False,,unchanged,str,10
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,'\n\n\r \r',False,VALID_WRONG,True,True,str,"[""str"",""\n\n\r \r""]",'\n\n\r \r',False,,unchanged,str,10
GATE6_3_PRIMARY_EVALUATION,sample_490,SINGLE_L27_RANDOM_R3,1,VALID_CORRECT,'\n\n\r\r \f',True,VALID_CORRECT,True,True,str,"[""str"",""\n\n\r\r \f""]",'\n\n\r\r \f',True,,unchanged,str,11
GATE6_3_PRIMARY_EVALUATION,sample_223,BASELINE,0,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,BASELINE,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,TEXTUAL_CAREFUL_REFERENCE,0,INVALID_FORMAT,,False,VALID_WRONG,True,True,str,"[""str"",""- `count = 1`\n- `i = 1`\n\n### Return:\n```python\nreturn count\n```\n\n### Output:\n```python\n1\n```\n\nFINAL: 1""]","- `count = 1`
- `i = 1`

### Return:
```python
return count
```

### Output:
```python
1
```

FINAL: 1",False,,V3 represents one unambiguous wrong commitment instead of mechanical invalidity,int,507
GATE6_3_PRIMARY_EVALUATION,sample_223,TEXTUAL_CAREFUL_REFERENCE,1,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,471
GATE6_3_PRIMARY_EVALUATION,sample_223,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,529
GATE6_3_PRIMARY_EVALUATION,sample_223,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,1,True,VALID_CORRECT,True,True,int,"[""int"",1]",1,True,,unchanged,int,549
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_223,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,3,False,VALID_WRONG,True,True,int,"[""int"",3]",3,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_280,BASELINE,0,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_280,BASELINE,1,VALID_WRONG,iiiiieeei iiiiiieeei iiiiieeei iiiiieeei,False,VALID_WRONG,True,True,str,"[""str"",""iiiiieeei iiiiiieeei iiiiieeei iiiiieeei""]",iiiiieeei iiiiiieeei iiiiieeei iiiiieeei,False,,unchanged,str,19
GATE6_3_PRIMARY_EVALUATION,sample_280,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,00000000 00000000 0i i00000 0i i00000 0i i00000,False,VALID_WRONG,True,True,str,"[""str"",""00000000 00000000 0i i00000 0i i00000 0i i00000""]",00000000 00000000 0i i00000 0i i00000 0i i00000,False,,unchanged,str,721
GATE6_3_PRIMARY_EVALUATION,sample_280,TEXTUAL_CAREFUL_REFERENCE,1,VALID_WRONG,00000000 00000000 0ii0ii00 0ii00i05 0ii0ii00,False,VALID_WRONG,True,True,str,"[""str"",""00000000 00000000 0ii0ii00 0ii00i05 0ii0ii00""]",00000000 00000000 0ii0ii00 0ii00i05 0ii0ii00,False,,unchanged,str,525
GATE6_3_PRIMARY_EVALUATION,sample_280,BEST_SINGLE_MEAN_PLUS,0,VALID_WRONG,00000000 00000000 0i i00000 0i i0000i 0i i0000i,False,VALID_WRONG,True,True,str,"[""str"",""00000000 00000000 0i i00000 0i i0000i 0i i0000i""]",00000000 00000000 0i i00000 0i i0000i 0i i0000i,False,,unchanged,str,1374
GATE6_3_PRIMARY_EVALUATION,sample_280,BEST_SINGLE_MEAN_PLUS,1,VALID_WRONG,00000000 00000000 0i1i0i00 0i1i00i0 0i1i0i00,False,VALID_WRONG,True,True,str,"[""str"",""00000000 00000000 0i1i0i00 0i1i00i0 0i1i0i00""]",00000000 00000000 0i1i0i00 0i1i00i0 0i1i0i00,False,,unchanged,str,585
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,iiiiieeei iiiiiieeei i1101100 i1100101 i1101110,False,VALID_WRONG,True,True,str,"[""str"",""iiiiieeei iiiiiieeei i1101100 i1100101 i1101110""]",iiiiieeei iiiiiieeei i1101100 i1100101 i1101110,False,,unchanged,str,35
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,iiiiieeei iiiiieeei iiiiieeei iiiiieeei iiiiieeei,False,VALID_WRONG,True,True,str,"[""str"",""iiiiieeei iiiiieeei iiiiieeei iiiiieeei iiiiieeei""]",iiiiieeei iiiiieeei iiiiieeei iiiiieeei iiiiieeei,False,,unchanged,str,23
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R1,0,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,000000000000000000000000 011011000110010101101110,False,VALID_WRONG,True,True,str,"[""str"",""000000000000000000000000 011011000110010101101110""]",000000000000000000000000 011011000110010101101110,False,,unchanged,str,53
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R2,0,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R2,1,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,iiiiieeei iiiiieeei iiiiieeei iiiiieeei,False,VALID_WRONG,True,True,str,"[""str"",""iiiiieeei iiiiieeei iiiiieeei iiiiieeei""]",iiiiieeei iiiiieeei iiiiieeei iiiiieeei,False,,unchanged,str,19
GATE6_3_PRIMARY_EVALUATION,sample_280,SINGLE_L27_RANDOM_R3,1,TRUNCATED,,False,TRUNCATED,False,False,,,,False,truncated or unclosed response,unchanged,str,4096
GATE6_3_PRIMARY_EVALUATION,sample_136,BASELINE,0,VALID_WRONG,a\n bc \n  \n d \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a\\n bc \\n  \\n d \\n ef""]",a\n bc \n  \n d \n ef,False,,unchanged,str,16
GATE6_3_PRIMARY_EVALUATION,sample_136,BASELINE,1,VALID_WRONG,a\n bc \n  \n d \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a\\n bc \\n  \\n d \\n ef""]",a\n bc \n  \n d \n ef,False,,unchanged,str,16
GATE6_3_PRIMARY_EVALUATION,sample_136,TEXTUAL_CAREFUL_REFERENCE,0,VALID_WRONG,' a  \n bc \n     \n d  \n ef ',False,VALID_WRONG,True,True,str,"[""str"","" a  \n bc \n     \n d  \n ef ""]",' a  \n bc \n     \n d  \n ef ',False,,unchanged,str,371
GATE6_3_PRIMARY_EVALUATION,sample_136,TEXTUAL_CAREFUL_REFERENCE,1,VALID_WRONG,a  \n bc \n    \n d  \nef,False,VALID_WRONG,True,True,str,"[""str"",""a  \\n bc \\n    \\n d  \\nef""]",a  \n bc \n    \n d  \nef,False,,unchanged,str,307
GATE6_3_PRIMARY_EVALUATION,sample_136,BEST_SINGLE_MEAN_PLUS,0,INVALID_FORMAT,a,False,VALID_CORRECT,True,True,str,"[""str"",""  a  \n  bc \n     \n  d  \n  ef ""]","  a  
  bc 
     
  d  
  ef ",True,,V3 represents one unambiguous commitment that matches the reference,str,318
GATE6_3_PRIMARY_EVALUATION,sample_136,BEST_SINGLE_MEAN_PLUS,1,INVALID_FORMAT,a,False,VALID_WRONG,True,True,str,"[""str"",""  a  \n  bc\n     \n  d  \n  ef""]","  a  
  bc
     
  d  
  ef",False,,V3 represents one unambiguous wrong commitment instead of mechanical invalidity,str,408
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,a  \n bc  \n   \n d  \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a  \\n bc  \\n   \\n d  \\n ef""]",a  \n bc  \n   \n d  \n ef,False,,unchanged,str,19
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,a  \n bc  \n   \n d  \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a  \\n bc  \\n   \\n d  \\n ef""]",a  \n bc  \n   \n d  \n ef,False,,unchanged,str,19
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R1,0,INVALID_FORMAT,a,False,VALID_WRONG,True,True,str,"[""str"","" a  \n  bc  \n  \n  d  \n  ef""]"," a  
  bc  
  
  d  
  ef",False,,V3 represents one unambiguous wrong commitment instead of mechanical invalidity,str,15
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R1,1,INVALID_FORMAT,a,False,VALID_WRONG,True,True,str,"[""str"","" a  \n  bc  \n   d  \n  e f""]"," a  
  bc  
   d  
  e f",False,,V3 represents one unambiguous wrong commitment instead of mechanical invalidity,str,15
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R2,0,VALID_WRONG,a\n bc \n  \n d \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a\\n bc \\n  \\n d \\n ef""]",a\n bc \n  \n d \n ef,False,,unchanged,str,15
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R2,1,VALID_WRONG,a\n bc \n  \n d \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a\\n bc \\n  \\n d \\n ef""]",a\n bc \n  \n d \n ef,False,,unchanged,str,15
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R3,0,VALID_WRONG,a\n bc \n  \n d \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a\\n bc \\n  \\n d \\n ef""]",a\n bc \n  \n d \n ef,False,,unchanged,str,15
GATE6_3_PRIMARY_EVALUATION,sample_136,SINGLE_L27_RANDOM_R3,1,VALID_WRONG,a  \n bc  \n   \n d  \n ef,False,VALID_WRONG,True,True,str,"[""str"",""a  \\n bc  \\n   \\n d  \\n ef""]",a  \n bc  \n   \n d  \n ef,False,,unchanged,str,19
GATE6_3_PRIMARY_EVALUATION,sample_127,BASELINE,0,VALID_CORRECT,3,True,VALID_CORRECT,True,True,int,"[""int"",3]",3,True,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_127,BASELINE,1,VALID_CORRECT,3,True,VALID_CORRECT,True,True,int,"[""int"",3]",3,True,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_127,TEXTUAL_CAREFUL_REFERENCE,0,VALID_CORRECT,3,True,VALID_CORRECT,True,True,int,"[""int"",3]",3,True,,unchanged,int,93
GATE6_3_PRIMARY_EVALUATION,sample_127,TEXTUAL_CAREFUL_REFERENCE,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,70
GATE6_3_PRIMARY_EVALUATION,sample_127,BEST_SINGLE_MEAN_PLUS,0,VALID_CORRECT,3,True,VALID_CORRECT,True,True,int,"[""int"",3]",3,True,,unchanged,int,211
GATE6_3_PRIMARY_EVALUATION,sample_127,BEST_SINGLE_MEAN_PLUS,1,VALID_CORRECT,3,True,VALID_CORRECT,True,True,int,"[""int"",3]",3,True,,unchanged,int,139
GATE6_3_PRIMARY_EVALUATION,sample_127,SINGLE_L27_RANDOM_R0,0,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_127,SINGLE_L27_RANDOM_R0,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_127,SINGLE_L27_RANDOM_R1,0,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
GATE6_3_PRIMARY_EVALUATION,sample_127,SINGLE_L27_RANDOM_R1,1,VALID_WRONG,2,False,VALID_WRONG,True,True,int,"[""int"",2]",2,False,,unchanged,int,5
